Name,Address,City,Rabbi,Affiliation,Phone,Email,Website,Social_Media,Shacharit,Mincha,Maariv,Shabbat,Sunday,Weekday,Kosher_Info,Parking,Accessibility,Additional_Info,URL,Data_Quality_Score,Is_Chabad,Is_Young_Israel,Is_Sephardic,Has_Address,State,Has_Zip
Chabad Lubavitch Of Fort Lauderdale,"3500 N Ocean Blvd, Fort Lauderdale, FL 33308, USA",Galt Mile,Rabbi  Moishe Meir Lipszyc,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/1540/chabad-lubavitch-of-fort-lauderdale,3,Yes,No,No,Yes,FL,No
Ziv’S Minyan And Dvar Torah,"36 NE 1st St, Miami, FL 33132, USA",Government Center,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/25176/ziv%E2%80%99s-minyan-and-dvar-torah,2,No,No,No,Yes,FL,No
Chabad Of South Broward,"1295 E Hallandale Beach Blvd, Hallandale Beach, FL 33009, USA",Hallandale Beach,Rabbi  Raphael Tennenhaus,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/2511/chabad-of-south-broward,3,Yes,No,No,Yes,FL,No
Sephardic Congregation Of Hallandale,"1930 E Hallandale Beach Blvd, Hallandale Beach, FL 33009, USA",Hallandale Beach,Rabbi  David Bekel,Sephardi,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/6345/sephardic-congregation-of-hallandale,3,No,No,Yes,Yes,FL,No
Stefaneshta Kloyz  / Yeshivas Amudei Olam,"16235 NW 83rd Ct, Hialeah, FL 33016, USA",Hialeah,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23773/stefaneshta-kloyz--/-yeshivas-amudei-olam,2,No,No,No,Yes,FL,No
Yeshivas Dor Shevii,"25 E 4th St, Hialeah, FL 33010, USA",Hialeah,Rabbi  Shauli Greenfeld,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24265/yeshivas-dor-shevii,3,No,No,No,Yes,FL,No
Bais Mordechai,"4200 N 66th Ave, Hollywood, FL 33024, USA",Hollywood,Rabbi  Zvi Yehuda Smith,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/20134/bais-mordechai,3,No,No,No,Yes,FL,No
Beis Mordechai,"4200 N 66th Ave, Hollywood, FL 33024, USA",Hollywood,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24967/beis-mordechai-,2,No,No,No,Yes,FL,No
Congregation Judea -Chabad,"6736 Stirling Rd, Hollywood, FL 33024, USA",Hollywood,Rabbi  Joseph Bronstein,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/19320/congregation-judea--chabad,3,Yes,No,No,Yes,FL,No
Costa Hotel Orthodox Sepharadic Synagogue,"777 N Ocean Dr, Hollywood, FL 33019, USA",Hollywood Beach,,Orthodox,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/21613/costa-hotel-orthodox-sepharadic-synagogue,2,No,No,No,Yes,FL,No
David Chai Synagogue,"4601 Thomas St, Hollywood, FL 33021, USA",Hollywood Hills,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22912/david-chai-synagogue,2,No,No,No,Yes,FL,No
"Kehillas Hollywood Hills, Orthodox","1401 E Hawthorne Cir, Hollywood, FL 33021, USA",Hollywood Hills,,Orthodox,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,"https://www.godaven.com/shul-details/24004/kehillas-hollywood-hills,-orthodox",2,No,No,No,Yes,FL,No
Mishkan Yisrael,"4200 Sheridan St, Hollywood, FL 33021, USA",Hollywood Hills,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/11258/mishkan-yisrael,2,No,No,No,Yes,FL,No
Shul Of Hollywood Hills,"2215 N 46th Ave, Hollywood, FL 33021, USA",Hollywood Hills,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/7812/shul-of-hollywood-hills,2,No,No,No,Yes,FL,No
Shul Of The Lakes /Chabad Of East Hollywood,"1350 Harrison St, Hollywood, FL 33019, USA",Hollywood Lakes,,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22913/shul-of-the-lakes-/chabad-of-east-hollywood-,2,Yes,No,No,Yes,FL,No
The Shul Club Of Harbor Island,"1022 Washington St, Hollywood, FL 33019, USA",Hollywood Lakes,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22806/the-shul-club-of-harbor-island,2,No,No,No,Yes,FL,No
Bais David Chabad,"2001 W Swann Ave, Tampa, FL 33606, USA",Hyde Park,,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/5908/bais-david-chabad,2,Yes,No,No,Yes,FL,No
Chabad Of Inverrary,"6700 NW 44th St, Lauderhill, FL 33319, USA",Inverrary,Rabbi  Aaron Lieberman,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24502/chabad-of-inverrary,3,Yes,No,No,Yes,FL,No
Chai Center,"5761 Coral Ridge Dr, Coral Springs, FL 33076, USA",Kensington,Rabbi   Hershy,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/20265/chai-center,3,No,No,No,Yes,FL,No
Chabad Of Key Biscayne,"101 Harbor Dr, Key Biscayne, FL 33149, USA",Key Biscayne,Rabbi  Rabbi  Yoel Caroline,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/1518/chabad-of-key-biscayne,3,Yes,No,No,Yes,FL,No
Chabad House,"130 Duval St, Key West, FL 33040, USA",Key West,Rabbi  Yaakov Zucker,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/17661/chabad-house,3,Yes,No,No,Yes,FL,No
Chabad Of  Key West,"906 Trinity Dr, Key West, FL 33040, USA",Key West,Rabbi  Jacob Zucker,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/2769/chabad-of--key-west,3,Yes,No,No,Yes,FL,No
Key West Rosh Chodesh,"3850 N Roosevelt Blvd, Key West, FL 33040, USA",Key West,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23986/key-west-rosh-chodesh,2,No,No,No,Yes,FL,No
Minyan In The Chabad Key West,"906 Trinity Dr, Key West, FL 33040, USA",Key West,,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/25052/minyan-in-the-chabad-key-west-,2,Yes,No,No,Yes,FL,No
Eden Gardens Shul,"331 Lady Alice Dr, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24498/eden-gardens-shul,2,No,No,No,Yes,FL,No
Emerald Island Orlando Mid Winter,"8543 La Isla Dr, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22287/emerald-island-orlando-mid-winter-,2,No,No,No,Yes,FL,No
Formosa Gardens Community (Near Orlando),"7900 Rising Sun Ct, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22241/formosa-gardens-community-(near-orlando),2,No,No,No,Yes,FL,No
Holiday Inn Orange Lake Shabbos,"8505 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22243/holiday-inn-orange-lake-shabbos-,2,No,No,No,Yes,FL,No
Kissimmee Minyan,"109 Madiera Beach Blvd, Kissimmee, FL 34746, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22455/kissimmee-minyan,2,No,No,No,Yes,FL,No
Norman Fogel,"4679 Cumbrian Lakes Dr, Kissimmee, FL 34746, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/21624/norman-fogel,2,No,No,No,Yes,FL,No
Orange Lake Orlando,"8505 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24451/orange-lake-orlando,2,No,No,No,Yes,FL,No
Orlando - Holiday Inn Club - 1/17-1/22,"8505 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23338/orlando---holiday-inn-club---1/17-1/22,2,No,No,No,Yes,FL,No
"Pre-Peasach - Windsor At Westside, Fl","2105 Malta Terrace, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,"https://www.godaven.com/shul-details/21675/pre-peasach---windsor-at-westside,-fl",2,No,No,No,Yes,FL,No
Reunion Resort,"7593 Gathering Dr, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22936/reunion-resort,2,No,No,No,Yes,FL,No
Reunion Resort,"7473 Gathering Dr, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23356/reunion-resort-,2,No,No,No,Yes,FL,No
"Reunion Resort, Winter 2019 (Feb 1)","7880 Tradition Blvd, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,"https://www.godaven.com/shul-details/22145/reunion-resort,-winter-2019-(feb-1)",2,No,No,No,Yes,FL,No
Shabbat At Westgate Town Center (Near Orlando) - Jan 24-25,"2770 N Old Lake Wilson Rd, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22267/shabbat-at-westgate-town-center-(near-orlando)---jan-24-25,2,No,No,No,Yes,FL,No
Shabbos At Orange Lake,"8505 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22259/shabbos-at-orange-lake,2,No,No,No,Yes,FL,No
Shabbos Chanuka In Solara,"1760 Caribbean View Terrace, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22670/shabbos-chanuka-in-solara,2,No,No,No,Yes,FL,No
Shabbos In Holiday Inn Orange Lake Orlando,"8505 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22213/shabbos-in-holiday-inn-orange-lake-orlando-,2,No,No,No,Yes,FL,No
Shabbos Minyan,"14201 E Orange Lake Blvd, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24983/shabbos-minyan-,2,No,No,No,Yes,FL,No
Shachris Thursday Jan 28th,"Kissimmee, FL, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22688/shachris-thursday-jan-28th,2,No,No,No,Yes,FL,No
Simchas Hachaim,"4715 Kings Castle Cir, Kissimmee, FL 34746, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23341/simchas-hachaim,2,No,No,No,Yes,FL,No
Solara Resort Kissimmee Orlando,"1743 Caribbean View Terrace, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22984/solara-resort-kissimmee-orlando-,2,No,No,No,Yes,FL,No
Windsor At Westside,"Kissimmee, FL, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22250/windsor-at-westside,2,No,No,No,Yes,FL,No
Winter Break - Holiday Inn,"8505 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23340/winter-break---holiday-inn,2,No,No,No,Yes,FL,No
Winter Break At Holiday Inn Club,"8505 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23342/winter-break-at-holiday-inn-club,2,No,No,No,Yes,FL,No
Winter Break At Orange Lake,"8505 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23334/winter-break-at-orange-lake,2,No,No,No,Yes,FL,No
Yaldeinu,"8801 Rhodes St, Kissimmee, FL 34747, USA",Kissimmee,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22316/yaldeinu,2,No,No,No,Yes,FL,No
Chanukah At Disney,"1850 Animation Way, Lake Buena Vista, FL 32830, USA",Lake Buena Vista,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23295/chanukah-at-disney,2,No,No,No,Yes,FL,No
Club Wyndham Bonnet Creek,"9560 Via Encinas, Lake Buena Vista, FL 32830, USA",Lake Buena Vista,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24397/club-wyndham-bonnet-creek-,2,No,No,No,Yes,FL,No
Wyndham Bonnet Creek Disney 1/2 Marathon Minyan,"9560 Via Encinas, Lake Buena Vista, FL 32830, USA",Lake Buena Vista,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22426/wyndham-bonnet-creek-disney-1/2-marathon-minyan,2,No,No,No,Yes,FL,No
Congregation Or Yaacov,"5677 Brookfield Cir, Fort Lauderdale, FL 33312, USA",Lake Eden,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23345/congregation-or-yaacov,2,No,No,No,Yes,FL,No
770 Moshiach Center,"4538 Inverrary Blvd, Lauderhill, FL 33319, USA",Lauderhill,Rabbi  Mordechai Anati,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/7246/770-moshiach-center,3,No,No,No,Yes,FL,No
Fle Shull,"4856 NW 67th Ave, Lauderhill, FL 33319, USA",Lauderhill,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24359/fle-shull,2,No,No,No,Yes,FL,No
Jewish Center Of Lighthouse Point,"2025 E Sample Rd, Lighthouse Point, FL 33064, USA",Lighthouse Point,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/20463/jewish-center-of-lighthouse-point,2,No,No,No,Yes,FL,No
Bais Medrash Miami Marlins,"501 Marlins Way, Miami, FL 33125, USA",Little Havana,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/7101/bais-medrash-miami-marlins,2,No,No,No,Yes,FL,No
Nate'S Shul - Chabad Lubavitch Of North Orlando,"1701 Markham Woods Rd, Longwood, FL 32779, USA",Longwood,,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23538/nate's-shul---chabad-lubavitch-of-north-orlando-,2,Yes,No,No,Yes,FL,No
Ahavas Yisrael,"708 Lake Howell Rd, Maitland, FL 32751, USA",Maitland,Rabbi  Sholom Ber Dubov,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/2713/ahavas-yisrael,3,No,No,No,Yes,FL,No
Chabad Of Greater Orlando,"708 Lake Howell Rd, Maitland, FL 32751, USA",Maitland,Rabbi   Dubov,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/18478/chabad-of-greater-orlando,3,Yes,No,No,Yes,FL,No
Chabad Of South Palm Beach,"224 S Ocean Blvd, Manalapan, FL 33462, USA",Manalapan,Rabbi  Leibel Stolik,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/20449/chabad-of-south-palm-beach,3,Yes,No,No,Yes,FL,No
"Mid-Winter In Naples/Marco Island, Florida","Marco Island, FL 34145, USA",Marco Island,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,"https://www.godaven.com/shul-details/22162/mid-winter-in-naples/marco-island,-florida",2,No,No,No,Yes,FL,No
12000 Biscayne Building Minyan Suite 400,"12000 Biscayne Blvd, Miami, FL 33181, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22247/12000-biscayne-building-minyan-suite-400,2,No,No,No,Yes,FL,No
Baba Sali Synagogue,"2380 NE 199th St, Miami, FL 33180, USA",Miami,Rabbi   Buzaglo,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/20064/baba-sali-synagogue,3,No,No,No,Yes,FL,No
Beit David Highland Lakes Shul,"2600 NE 209th St, Miami, FL 33180, USA",Miami,Rabbi  Rabbi  Eliezer Wolf,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/1754/beit-david-highland-lakes-shul,3,No,No,No,Yes,FL,No
Beit Negba Chabad,"1150 NE Miami Gardens Dr, Miami, FL 33179, USA",Miami,Rabbi  Eli Cohen,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/17653/beit-negba-chabad-,3,Yes,No,No,Yes,FL,No
Carnival Victory,"Miami, FL, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/21961/carnival-victory,2,No,No,No,Yes,FL,No
Chabad Of Highland Lakes,"2601 NE 211th Terrace, Miami, FL 33180, USA",Miami,,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/19655/chabad-of-highland-lakes,2,Yes,No,No,Yes,FL,No
Chabad Of Kendall/Pinecrest - Weekday Location (Please Contact Our Office For Shabbat Location Information),"8700 SW 112th St, Miami, FL 33176, USA",Miami,Rabbi  Yossi Harlig,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23427/chabad-of-kendall/pinecrest---weekday-location-(please-contact-our-office-for-shabbat-location-information),3,Yes,No,No,Yes,FL,No
Family Shul,"2601 NE 211th Terrace, Miami, FL 33180, USA",Miami,Rabbi  Moishe Kievman,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/7260/family-shul,3,No,No,No,Yes,FL,No
Jansteel Mincha,"10763 NW 123rd St, Miami, FL 33178, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24963/jansteel-mincha,2,No,No,No,Yes,FL,No
Jewish Leadership Academy,"975 NW 95th St, Miami, FL 33150, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24483/jewish-leadership-academy,2,No,No,No,Yes,FL,No
Kahal Chassidim,"961 NE 172nd St, Miami, FL 33162, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/703/kahal-chassidim,2,No,No,No,Yes,FL,No
Kahal Sefaradim Of The Kollel,"17420 NE 10th Ave, Miami, FL 33162, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24492/kahal-sefaradim-of-the-kollel,2,No,No,No,Yes,FL,No
Kehillas Ahavos Shalom,"951 NE 172nd St, Miami, FL 33162, USA",Miami,Rabbi  Noach Peled,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23306/kehillas-ahavos-shalom,3,No,No,No,Yes,FL,No
Kollel Zichron Michel Of Nmb,"990 NE 175th St, Miami, FL 33162, USA",Miami,Rabbi  Aharon Dovid Singer,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/10393/kollel-zichron-michel-of-nmb,3,No,No,No,Yes,FL,No
Ltc Rentals,"1140 NW 159th Dr, Miami, FL 33169, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24355/ltc-rentals,2,No,No,No,Yes,FL,No
Marriott Villas At Doral,"4101 NW 87th Ave, Miami, FL 33178, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22790/marriott-villas-at-doral,2,No,No,No,Yes,FL,No
Marriotts Villas At Doral,"4101 NW 87th Ave, Miami, FL 33166, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22791/marriotts-villas-at-doral,2,No,No,No,Yes,FL,No
Mimosa Shul (In Mimosa Apt. Building Basement),"4747 Collins Ave, Miami, FL 33140, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/2886/mimosa-shul-(in-mimosa-apt.-building-basement),2,No,No,No,Yes,FL,No
Mincha Only Minyan,"10800 Biscayne Blvd, Miami, FL 33161, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/17480/mincha-only-minyan,2,No,No,No,Yes,FL,No
Netive Ezra,"2655 NE 207th St, Miami, FL 33180, USA",Miami,Rabbi  Avishay Levy,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/3354/netive-ezra,3,No,No,No,Yes,FL,No
Norwegian Cruise Encore,"7665 NW 19th St, Miami, FL 33126, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23916/norwegian-cruise-encore,2,No,No,No,Yes,FL,No
Pritikin,"8755 NW 36th St, Miami, FL 33178, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23791/pritikin-,2,No,No,No,Yes,FL,No
Sephardic Jewish Center / Magen David,"17100 NE 6th Ave, Miami, FL 33162, USA",Miami,Rabbi  Levi Immanuel Storfer,Sephardi,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/6098/sephardic-jewish-center-/-magen-david,3,No,No,Yes,Yes,FL,No
Skylake Chabad,"2355 NE 191st St, Miami, FL 33180, USA",Miami,,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23296/skylake-chabad,2,Yes,No,No,Yes,FL,No
Thanksgiving Royal Carribean Cruise From Miami,"Miami, FL, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24253/thanksgiving-royal-carribean-cruise-from-miami,2,No,No,No,Yes,FL,No
Yeshivas Torah Ohr,"17100 NE 6th Ave, Miami, FL 33162, USA",Miami,Rabbi   Storfer,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/19574/yeshivas-torah-ohr,3,No,No,No,Yes,FL,No
Yeshivas Yam Hatalmud,"2655 NE 207th St, Miami, FL 33180, USA",Miami,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24336/yeshivas-yam-hatalmud,2,No,No,No,Yes,FL,No
Young Israel Of Greater Miami,"990 NE 171 St, Miami, FL 33162, USA",Miami,Rabbi  Yaacov Marmor.,Modern Orthodox,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/706/young-israel-of-greater-miami,3,No,Yes,No,Yes,FL,No
Young Israel Of Kendall,"7880 SW 112th St, Miami, FL 33156, USA",Miami,Rabbi  Rabbi  Hershel Becker,Modern Orthodox,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/1352/young-israel-of-kendall,3,No,Yes,No,Yes,FL,No
Carriage Club North Deck Minyan (Access From Boardwalk),"5005 Collins Ave, Miami Beach, FL 33140, USA",Miami Beach,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23867/carriage-club-north-deck-minyan-(access-from-boardwalk),2,No,No,No,Yes,FL,No
Carriage Club North Deck Minyan Access From Board Walk,"5005 Collins Ave, Miami Beach, FL 33140, USA",Miami Beach,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23506/carriage-club-north-deck-minyan-access-from-board-walk,2,No,No,No,Yes,FL,No
Congregation Yechezkel Shrage,"5005 Collins Ave, Miami Beach, FL 33140, USA",Miami Beach,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/8455/congregation-yechezkel-shrage,2,No,No,No,Yes,FL,No
Mimosa Hotel,"6525 Collins Ave, Miami Beach, FL 33141, USA",Miami Beach,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/20149/mimosa-hotel,2,No,No,No,Yes,FL,No
"Royal Caribbean Cruise - Oasis Of The Seas (March 1, - March 8 ) Leaving Miami","Miami Beach, FL, USA",Miami Beach,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,"https://www.godaven.com/shul-details/22326/royal-caribbean-cruise---oasis-of-the-seas-(march-1,---march-8-)-leaving-miami",2,No,No,No,Yes,FL,No
Chabad Of Miami Lakes,"14505 Commerce Way, Miami Lakes, FL 33016, USA",Miami Lakes,Rabbi  Rabbi  Weiss,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/21807/chabad-of-miami-lakes,3,Yes,No,No,Yes,FL,No
Winter Mincha Minyan Miami Lakes,"14261 Commerce Way, Miami Lakes, FL 33016, USA",Miami Lakes,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22144/winter-mincha-minyan-miami-lakes--,2,No,No,No,Yes,FL,No
Cong Kol Eliyahu (Formerly Dez),"225 37th St, Miami Beach, FL 33140, USA",Mid-Beach,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/22908/cong-kol-eliyahu-(formerly-dez),2,No,No,No,Yes,FL,No
Menicha Learning Center (Massada Ii Condominium),"3737 Indian Creek Dr, Miami Beach, FL 33140, USA",Mid-Beach,Rabbi  Shloime Torim,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/5909/menicha-learning-center-(massada-ii-condominium),3,No,No,No,Yes,FL,No
